,Image_name,Label,Processed_Text,political_specific_count,political_specific_ratio
32,train0034.jpg,NonPolitical,একই মেয়ের উপর দুজন ক্রাশ খাওয়ার পর বন্ধু যখন তা আমার জন্য ছেড়ে দেয় biiiellii the,0,0.0
33,train0035.jpg,NonPolitical,দোকানদার কে ছিড়া নোট দেওয়ার পর আমি,0,0.0
34,train0036.jpg,Political,"নতুন তৃণমূল আসলে কী? পিসির তৃণমূল হলো পুরোনো তৃণমূল দোলাদি বলেছিলো, ডাগে এরা খেত ডাইপোর তৃণমূল হলো নতুল তৃণমূল কুন্তল বলেছে ডাগেই এখন খাওয়া চলছে.",13,0.52
35,train0037.jpg,NonPolitical,"ক্লোজআপ দিয়ে পাচ বছর যাবং দাঁত ব্রাশ করতেছি দাড়া ছুঁ আজও একটা মেয়ে বললো না! কাছে এসো,কাছে এসৌ marvel মিনিট ব্রী ক্বী ঠট কিমতু",1,0.041666666666666664
36,train0038.jpg,NonPolitical,আমিগতকালপয়েটিককবললাম বাসায়পৌছোকলদিতে eiiiellirell নেয়েটরমভহয়বাসীনাই,0,0.0
37,train0039.jpg,NonPolitical,"তুই সরাদিন চেলপি গররলজফ্রন্ডের লগে নাইচ্চা নাইচত তুলছ ত্রেক এক দিন এক একটা feel করছ, বস্তি মাকা status মারছ খুব ভালা কথা সাহে ফইন্নির ঘরের ফইন্নি আমারে tag মারছ ক্যারে?? তূলছ seriously rift",0,0.0
38,train0040.jpg,Political,কুঁচুটে times এবারআমরাবাপ বেটিতেএকসথে জোরডাতখাবো.,2,0.4
39,train0041.jpg,NonPolitical,inulin said ali baifakitaiitilii bad lliitai lake fallibaii কিরে তুই পড়তে বসছ না কেন? আমিরোজা fare,0,0.0
40,train0042.jpg,Political,আবু ত্বহা মৌহীম্মিদ অদিননঃদিন্যযীবৎ নিভখঁজ oath exactor bangle পরিমনীরসীজানো ধর্ষণনটিক আওয়ামী আওয়ামী,2,0.16666666666666666
41,train0043.jpg,NonPolitical,না চুদে নিব্বি খেতাব পেলাম দিব্বি,0,0.0
42,train0044.jpg,NonPolitical,সমাজ যখন একটি ছেলে ভুল করে,0,0.0
43,train0045.jpg,NonPolitical,everyone মৌমাছি মৌমাছি কোথা যাও নাচি নাচি? মৌমাছি,0,0.0
44,train0046.jpg,NonPolitical,যে ব্যক্তি ব্রিগেড যেয়ে ডিমভাত পায়নি পুরো দিনটা কোন টাকা ইনকাম করিনি ধুমাত্র ডিমভতখববলে তাও পেলাম নঃ আজ তো বৌ খেতে দেবে না যআর বুকোভদিনটওববাকাম যাবণা,1,0.038461538461538464
45,train0047.jpg,NonPolitical,why don knock crush facebook দিট আব্বাজান আমি knock করবনা আমার লজ্জী লাগ,0,0.0
46,train0048.jpg,Political,কুচুটে এটাই আমার প্রিয় গাড়ি,3,0.6
47,train0049.jpg,NonPolitical,ফেরেঞ্চ প্রোডাক্ট বয়কটকরায়আমাকে ধনবাদ জানানোবন্ধু একটুআগ ফ্রেষ্কিস করেঅসঅটি,0,0.0
48,train0050.jpg,NonPolitical,cal feasts জলিল বলোত বংলাদেশের সবচেয়ে জনপ্রিয় মটরসাইকেল কম্পানি কোনটি contest কোম্পানি দেখেননাই প্রাইসব মটরসাইকেলের পেছনে লেখা থাকে,0,0.0
49,train0051.jpg,Political,দেশদ্দরাহী big চুঢে isles মানে জেননলাড নেই আম যুক্তিতেনা পারলেই সামনের লোককে দেশদরোহী বলদেরো দ্রুবেদজী,4,0.26666666666666666
50,train0052.jpg,NonPolitical,neujanareuacha বিশ্বকাপের জন্য একটা পতাকা কিনছিলাম মাগার..চোরে নিয়া গেছে boche zen,0,0.0
51,train0053.jpg,NonPolitical,ভাই দুই কেজি attention দিয়েন তো এতগুলা attention দিয়া কি করবেন আযার একটা বন্ধু আছে যে সবসময় না পারলায কারো ডিপ হতে না পারলাম কারো স্ট্যাটাস হতে বলে ওকে দিব এই নেন গ্রাঘ বেশি আছে than শবশও,2,0.05405405405405406
52,train0054.jpg,NonPolitical,যখন ঢাকা সিটি কলেজ উদ্ভাসে পড়ে ব্র্যাক বিশ্ববিদ্যালয়ে ভতি হও মনে হচ্ছে যেখান থেকে এসেছি সেখানেই আবার ফিরে এলাম তুমি ব্রাংলা,2,0.09523809523809523
53,train0055.jpg,NonPolitical,hey roku আমিষ ডিরেক্ট রিয়ে ভার্সিটিতে প্রেম hey roku কলেজের প্রেম স্কুলের প্রেম,0,0.0
54,train0056.jpg,NonPolitical,vajyimideii sane গরীন্ধীবাত ড! pluvial চচ glad গান্ধী গান্ধী গান্ধী গীন্ধী বাদ,0,0.0
55,train0057.jpg,Political,"একটা ওয়ার্ডে নির্দল প্রার্থী এগিয়েছিলেন ফলে সেখানে দেড় ঘণ্টা ধরে বন্ধগণনা, খোঁজ পাওয়া যাচ্ছে না ইভিএমের! মন্ত্রী ঘনিষ্ঠ এক মহিলা প্রার্থী একটি ওয়ার্ডে হাজার ভোটে এসব কী চলছেমশাই!? গণতনরের অন্নপ্রাশন চলছে!",8,0.25806451612903225
56,train0058.jpg,NonPolitical,যখন বায়োমেট্রিক পাশ না করায় তোমার সিম বন্ধ করে দেয় ত্রেটাতেওরিটেক ইস!,0,0.0
57,train0059.jpg,Political,banglathedailystarnet help bangle thedailystarnet node বর্তমানে বাংলাদেশ বিশ্বে ধান উতপাদনে তৃতীয় প্রধানমন্ত্রী কৃষিবিদ দিবস উপলক্ষে দেওয়া এক বাণীতে প্রধানমন্ত্রী শেখ হাসিনা বলেছেন বর্তমানে টাকা কৌজ চাল কিনে খাওয়া সাপারণ জনগণঃ suffepngfromisuccess,9,0.2903225806451613
58,train0060.jpg,NonPolitical,rickshawala asking for ভাড়া rainy day law baba,0,0.0
59,train0061.jpg,NonPolitical,পরিক্ষারন আনার মোরাহল তম,0,0.0
60,train0062.jpg,Political,breaking news মমতা অভিষেক মেঘালয় থেঁকে ফেরার পর ভাঙন lies,5,0.5
61,train0063.jpg,NonPolitical,"যখন বহু আমার ক্রাশকে পটিয়ে ফেলি,আর ঠিক সেই আনার রেস্ট ফ্রেন্ড এসে বলে, কিরে বেডীবাজ আর কত মাইয়ারে খাইয়া ছাইরা দিবি লে আমি inn nanoid islam diaz করে কোন কুরকমহিদাই হিইলাম অপমত কস্টে মুহুতে",1,0.029411764705882353
62,train0064.jpg,NonPolitical,পানি খেয়ে নাও মেয়েদের ঈদের ছবি তে লাভ রিয়েকট দিতে দিতে ক্লান্ত হয়ে গেছো,0,0.0
63,train0065.jpg,NonPolitical,দোকানদার কি লাগবে? আমি যেটা ব্যাবহার না করার জন্য আপনার জন্ম হইছে দোকানদার reel had,1,0.06666666666666667
64,train0066.jpg,NonPolitical,এই কয়েকদিন পকেটে মোবাইল ভাইব্রেশন করলেও key aware mairaila মনে হয় ভুমিকম্প হইতেছে! চরম বিপাকে আছি,0,0.0
65,train0068.jpg,NonPolitical,from faizlamikorbi okay এই মেয়ে তোমার মোবাইল নাম্বারটা একটু দিবা? একটু চাইছো এইডা কি দিলা? তাই একটু দিলাম faizlami rob,0,0.0
66,train0069.jpg,Political,রবিডবিতন subhaprasanna tamara award রবীন্দ্রনাথ বেঁচে থাকলে নিজের হাতে মমতাকে পুরস্কৃত করতেন শুভাপ্রসন্ন কুচুটে আমার নোবেলটাও ওনাকে দিয়ে দিতাম,4,0.21052631578947367
67,train0070.jpg,NonPolitical,ব্রাজিল ব্দাম মক্সিকো খেলাব সময় bra mix java cirgjaau off off java off java off java off java off মেক্সিকো বনাম পর্তুগাল খেলা হলে maxi off java off java off java off java off java off java off java off java off java off java off java off java স্কৌরবোর্ড স্কোরবোর্ড,0,0.0
68,train0071.jpg,NonPolitical,যখন বাসায় আসা মেহমানের বাচ্চাকে আপনার খাটে শোয়ানো হয় আর সে হিশু করে দেয়,0,0.0
69,train0072.jpg,Political,amp ডানন্দ tmcmla threats বুথে ঢুকে দেখাও ফের বিরোধীদের হুঁশিয়ারি তৃণমূল বিধায়কের ঢেম ঊগিবি ভ্রমস septeleieh ওরে আমাকে দেখেও তোদের শিক্ষা হয়নি! আরকরেহরে শ্রীলংকান দাওয়াই খাওয়ার পরঃ,5,0.18518518518518517
70,train0073.jpg,NonPolitical,"আব্বুর বানানো স্পেশাল রুহ আফজা, ট্যাং অন্যান্য বাঙিরশরবত শরবত. ওরিও বয় ওরিও বয় ওরিও বয়",0,0.0
71,train0074.jpg,NonPolitical,আচ্ছা ভাই আপনি যাকে সবচেয়ে আপন মানুষ ভাবেন সেই মনুষটা কি আপনাকে আপন মানুষ ভাবে,0,0.0
72,train0075.jpg,NonPolitical,মাসেরপ্রেথম সপ্তাহে সেমিস্টার ফাইলাম সে তো এক বিভীষিকার নাহ মাসের শ্রেষ সপ্তাহে,0,0.0
73,train0076.jpg,Political,একটুরদাঁড়ান বিজেপিরগণসঙ্গীত তৈরীকিরছি,0,0.0
74,train0077.jpg,NonPolitical,হালকা বজ্রপাত বিদ্যমান আপনার door ওয়ালা বন্ধুঃ,0,0.0
75,train0078.jpg,NonPolitical,রযান approaching শয়তন বিপদের গন্ধপাচ্ছি ব্রাংলা,0,0.0
76,train0079.jpg,NonPolitical,কেউ আমাদেরে দাবায়ে রাখতে পারবা না,0,0.0
77,train0080.jpg,NonPolitical,নুনু ঝারা দেওয়ার পর touikir প্যান্টের চেইন লাগানোর পর,0,0.0
78,train0081.jpg,Political,এই সোলা জালো বাবা গত সপ্তাহে লটারি জিতেছিল আবার এই সপ্তাহেও জিতেছে তোমার বাবা তৃণমূল করে? ঠিক ধরেছো আমি তো তোমাকে বলিনি তুমি কী করে জানলে!,3,0.11538461538461539
79,train0082.jpg,Political,কে আবার রটাচ্ছে যে এবার মহালয়া যোদির জন্মদিনের দিন পড়েছে বলে meme বাংলা যা মহালয়ার এক যাস পরে আসবে বলেছে দুর্গা,3,0.14285714285714285
80,train0083.jpg,NonPolitical,বাংলাদেশী দালাল মিডিয়া ব্রেকিং নিউজ বন্যীয় ভেসে আসী ভারতীয় হাতি মারা গেছে ভুল চিকিংসা আর কীটনাশক কে দোষারোপ! fake jazz কিন্তু বন্যা কার দোষে হইলো কি পরিমাণ ক্ষয়ক্ষতি হইলো এটা কোন মনিষডবক্কি নহ!,2,0.06060606060606061
81,train0084.jpg,NonPolitical,রাকাত তারাবির নামাজ পড়া নামাজ না পড়ে আড্ডা যারা nepali শা,0,0.0
82,train0085.jpg,NonPolitical,haji take date total hainniuiih বরিশালের দয়া আমার hkiebhi ররিকসায় উঠবেন না নিশ্চিত কোন বরিশাইলা bad ঢমোঁ axis তোরে বাঁশ দিছিল মনেহয় করে লোক কোন,0,0.0
83,train0086.jpg,NonPolitical,howyou duringramalan youhear,0,0.0
84,train0087.jpg,NonPolitical,"paugailbrsarcasnbd luiladolirtdb কিস ডে তে কিস দিবি না কপিলা? তুই ব্লাশ করস না,তোর গব্ধ মুখে",0,0.0
85,train0088.jpg,NonPolitical,অন্যদের অজন you named top taxi raul and can accept top tan badge tor arose khan and can accept vote ecmablbo ealmmirlur wtpaqp talk lunge clinic rhluzmi and can accept creation lid cure acciatu আমার অজন nthiltut বম vulvrearnedatrnleibets euchred been had imam trigram nun vobvleewedlbtoo tanbadyetor sehurruuuuleunttacgrtinas can hula indian car accent ferried fan bare সান miunesikgo you tob run use burn rise clean hahamirisd rang armband দীষ canoe flats came voiivteomebteo bios eirenic waived votive টিত্রয told shit pull সধাঢার chitroshoni encore accept els tote imam accept,0,0.0
86,train0089.jpg,NonPolitical,"তে কোনো বিল্ডিং খুন হলে, দরোয়ান থেকে জিজ্ঞেস করলে, সে সব সময় দুটা উত্তর দিবে সে ঘুমাইতেছিল অথবা সে চা খাইতে গেসিল পর্গ কিছু bad fall",1,0.038461538461538464
87,train0090.jpg,NonPolitical,than nil khan nov ল্কডাউনে আপুদের অবস্থা কি? khan nov evan khan khan air not kirov than চোষা izltov khan nit khan air khan than tan বাচ্চা কোন টা রেশি জ্বালাচ্ছে? নিজের টা না কি শাশুড়ির টা than alto than,0,0.0
88,train0091.jpg,NonPolitical,কিছনুদিন আগে বৃষ্টিহয় নাক্যান ত্রেখন bulb bib বৃষ্টিথামেনা ক্যান,0,0.0
89,train0092.jpg,NonPolitical,weiringmihiite shirt andeattng ran তরকারী,0,0.0
90,train0093.jpg,NonPolitical,আমি চিনি গো চিনি তোযারে ওগো বিদেশিনী বাংলা honcho লে বিদেশিনী কে রে বাড়া তুই চিনিস আযাকে তুই,0,0.0
91,train0095.jpg,NonPolitical,বন্ধু তোর ভাবীরে কল দিয়ে বল odor আয়িবাইকএক্সিডেন্টকরেছিসপিটালেআছি,0,0.0
92,train0096.jpg,NonPolitical,অহ বাংলাদেশ! vida bono botha hollo টাকারীক্যাণ্ডিরমেয়দঠ বছর! কিন্তু টাকার গিগাবাইট ইন্টারনেট ডাটার মেয়াদ মাত্র দিন!,0,0.0
93,train0097.jpg,NonPolitical,আম্মু আযার ফেভারিট শাট টা কই আম্মু addax শনচ ব্লু ঢি,0,0.0
94,train0098.jpg,NonPolitical,her মেয়েদের জামী কাপড় ঠিক ছিল নী তাই পৌলারী এমন করছে iiiaze তাইলে তোরী হিজরাগৌ এমন করছ নী ক্যারে?,1,0.05263157894736842
95,train0099.jpg,NonPolitical,জান তোমার ফেবুর fake whizz পাসওয়ার্ড টা বলতো? এটা দিয়া কি করবা! আমি তোমার গফী আমার দেখতেইচ্ছাহইতপরেন দেখব আর কি করবো আজিব! unwrap fire big আমারটা তোমার পাসওয়ার্ড টাবল? কেন!!! আমার পাসওয়ার্ড চাইবা কেন? কি আমায় সদেহ করো পাসওয়ার্ড চাও ফাইজলামি পাইছো তুমি,1,0.023255813953488372
96,train0100.jpg,NonPolitical,সরকারী স্কুল সরকারীবাস সরকারী হাঁসপাতাল সরকারী hash চাকুরী,0,0.0
97,train0101.jpg,NonPolitical,bail বাংলাদেশেনাকি কারেন্ট যায় না কারেন্ট এর জোয়ার বইতেছে hrilaitirajibi ফইন্নির ঘড়ের ফইন্নি আমার বাসা কি চান্দে রে,0,0.0
98,train0102.jpg,Political,ছবির অপেক্ষায় রইলাম আমরা জানি মোদীজি আমাদের হতাশ করবেন না,3,0.3
99,train0103.jpg,NonPolitical,বাঁকুড়া মেদিনীপুরের ছেলেপুলেকে সারাবছর বাকিরা যেভাবে দেখো meme বাংলা মাধ্যমিকের রেজাল্টেরপর,0,0.0
100,train0104.jpg,NonPolitical,accidentally fall tap mobile advertisement advertisement lieu shakily দঢ চলযাইগা play store রে,2,0.15384615384615385
101,train0105.jpg,NonPolitical,হাসপাতাল চত,0,0.0
102,train0106.jpg,Political,বডো হয়ে তোতোমরাংকিকরবে? চায়ের স্টল দোকান তেলেভাজা দোকান ঘুগনির,0,0.0
103,train0107.jpg,NonPolitical,yesi!outi ball raise nunez,0,0.0
104,train0108.jpg,Political,নবজোয়ারে ব্যালট লুঠ heres প্রাথীবাছাইকিরার ডোটটাআবারকি? আমাদ্যকাছেস্ব ডোটইসমান,1,0.125
105,train0109.jpg,NonPolitical,"ভাই, সেঞ্চুরি কেমনে করব? mental মোবাইলে ulashueulans না খেইলা বেশি করে prauiile করলে পীরবি share talker",0,0.0
106,train0111.jpg,Political,সাগরদিঘীতে রাউন শেষে ডোটে এগিয়ে বাম কংগ্রেস প্রার্থী বাইবন বিশ্বাস,5,0.5
107,train0113.jpg,NonPolitical,late সকিবাৎ দেখছস কিবলিস্র আজকাল নোবইলের বইরহ্য flush kreeeeeeee,0,0.0
108,train0114.jpg,NonPolitical,becomes sick এলাকার হুজুরগন বরাংলা,0,0.0
109,train0115.jpg,NonPolitical,বার্ষিক পরীক্ষায়কমনম্বার পেয়েওমচবীবকে বুঁঝিয়ে গুনিয়বেঁচেযওয়াআমি পণ্বসকট্টি,0,0.0
110,train0116.jpg,NonPolitical,এইডা কি করে আমার বাপে key aware bach আমি এত ভাঙ্গমু কেমনো??? দে রেকর্ড,0,0.0
111,train0117.jpg,NonPolitical,free এই পৃথিবীতে সবার একটাই সমস্যা rimini সবাই খালি treat চায়,0,0.0
112,train0118.jpg,NonPolitical,বছর বয়সী চাকুরীজীবি যুবক যখন মায়ের হাতের রান্নায় অসন্তোষ জানাই! মা পোনাঃ তুমি শুধুআমার তর কি ঝউ লগবো,0,0.0
113,train0119.jpg,NonPolitical,যখন কেউ বলে সারাদিন ফেসবুকে সবসময় কি করিস? আমঃ tangaila sarcasm,0,0.0
114,train0120.jpg,NonPolitical,law till যখন তুমি কম্বলের ভিতর মাথাঢুকাইয়া ঘুমাইতাছিল এমন সময় তোমার পাশের জন পাদমারে!,0,0.0
115,train0121.jpg,NonPolitical,ফ্রেশীর bright লাস্টি সেনিস্টার,0,0.0
116,train0122.jpg,NonPolitical,kegjamarg bach একটা সুন্দরি মেয়ে পেছবুকে রিকুয়েস্ট পাঠাইছিল মাগার ওইটা ফেক আইডি ছিল,0,0.0
117,train0123.jpg,NonPolitical,left দোস্ত নম্বর এর উত্তর হইসিলো তর টা দেইখা দিসি right উত্তর হইবো স্যার কইলো মাত্র njdayi,0,0.0
118,train0124.jpg,NonPolitical,ikeuamare maiirailla সারাবছর শবে বরাত,0,0.0
119,train0125.jpg,NonPolitical,ঈদের দিন সকাল সকাল ঘুম থেকে উঠে বই পড়ার ভঙ ধরে আব্বুর কাছ থেকে সালামি খসিয়ে নেওয়ার পর আমি এটু ঢালাক না হইলে দুরিয়াত টিকা খুব কঠিন!,0,0.0
120,train0126.jpg,NonPolitical,মেয়েদের মধ্যে মারামারি লাগা বিদ্যমান মাথার চুল আজ বোধহয় আর রক্ষে নেই,1,0.08333333333333333
121,train0127.jpg,NonPolitical,যারা আমার পাশতে বাঁশ ঢুকাতে চায় তাদেরকে যেকোনো বাঁশে খাড়া করি দিতে পারি শেষ পযন্ত ufa মারামারি লেভেলঃ পাছা,0,0.0
122,train0128.jpg,NonPolitical,যখন বিশ্ববিদ্যালয় ভাতি কোচিং ভাত যা হয়ে সবাই বড় ভাই ভাড়া করতে শুরু করে উদ্ভাস উন্মেষ পিচ পর shiliosiic ব্যবসায় লাল বাত্তি,0,0.0
123,train0129.jpg,NonPolitical,কেউ ঠিক্করতেপোরোনা ইফতারে কোনটা ছেড়ে কোনটাখারেও bbiibnbnb আর কেউ জানে না সারাদিন কি খেঁয়ে বেঁচেথাকরে,0,0.0
124,train0130.jpg,NonPolitical,পাঠ্য বই কে কে আনেনি চেক করতে আসা স্যার ব্যাঞ্চের সামনে বই না পেয়ে স্যারের হাতে যার খাওয়া আযার বন্ধুরা pals set এদিকে অন্য সাজ্জেক্টের বই ব্যাঞ্চের সাযনে রেখে যার খাওয়া থেকে বেচে যাওয়া আমি,1,0.02857142857142857
125,train0131.jpg,NonPolitical,ammo থিকা টাকার কাঁচামরিচ নিযা আয় sleep friend দোস্ত জলদি নিচে নাম problem হইসে একটা shit নিচের real,0,0.0
126,train0132.jpg,Political,আনন্দবাজার অনলাইন প্রথম পাতা কলকাতা পশশিমনস দেচো বিদেশ iminnibarir lint been west bengal assembly হিংসাত্মক আন্দোলনে যে কোনও সম্পত্তির ক্ষয়ক্ষত রুখতে বার আইনে বদল আনছে মমতার সরকার চচুঢে সরকারি সম্পত্তিডঙল আচিভেডকখাবমা,10,0.3225806451612903
127,train0133.jpg,NonPolitical,বিদেগআছে hire কারনসেখনোঅনেক তস পোরলিকথাকে biffin সাহেব আর বাংলাদেশে আছোবিরোধীদিলীয় কারনএখানেঅনেকসরকারদলীয়লকথাকে,0,0.0
128,train0134.jpg,NonPolitical,তমন নী সং ভাবে অনলাইনে হাফ ইয়ালি পরিক্ষা দাওয়ার পর আমার আমার বন্ধুদের খাতা babarafi কিছু,0,0.0
129,train0135.jpg,NonPolitical,যখন তূনি পছন্দ করৌ নী এমন কেউ তৌমার কাছে ক্লাস নোটি চীয় printer,0,0.0
130,train0136.jpg,Political,anhbijoy ঘর সামলাই ঈদের পরের আন্দোলনও সামলাই,2,0.2857142857142857
131,train0137.jpg,NonPolitical,fhizlamlrorbi com faizlamikorbi faizlami আমার পায়ের জুতার সাইজ জানস faizlamlkorbi যা বাবা প্রোপোজানা করতেই চাওয়াশুডিরুকরে দিলা rob,0,0.0
132,train0138.jpg,Political,যখন সে তোর চড়ার পরেও তোমাকে রাখী পরিয়ে চলে যায় meme বাংলা বুলেটে,0,0.0
133,train0139.jpg,NonPolitical,বাসার আলুর চপ বাসার বেগুনি বাসার জিলাপি bee bengalbeats com,0,0.0
134,train0140.jpg,NonPolitical,"conmdoydada antonio cut any baba chi baba aunt এক পায়ে নুপুর, আমার অন্য পা খালি chi any bank chi joy baba aunt culm guy baba আমগোরে শুনাও কেন? তোমার জামাই রেগিয়া শুনাও! arrektakina dibs",0,0.0
135,train0141.jpg,Political,বর্ষসেরা বিজ্ঞানী কেষ্টস্টাইন সাকিটে জনের lees iucliute series award মৃত্যু তত্ত্ব টিডির সর্ট,4,0.3076923076923077
136,train0142.jpg,NonPolitical,তো তুমি আমার বয়ফ্রেন্ড হতে চাও! iiiaze আছে তো? woo padukohl delia cell,0,0.0
137,train0143.jpg,NonPolitical,ণৎ,0,0.0
